LOCAL ORDER: 
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
20 4.472136 -0.000447 288000 912
21 4.582576 -0.000805 576000 912
22 4.690416 -0.000179 288000 912
24 4.898979 -0.000062 288000 912
25 5.000000 -0.001915 360000 912
26 5.099020 -0.001490 864000 912
27 5.196152 -0.001293 384000 912
29 5.385165 -0.000217 864000 912
30 5.477226 -0.000833 576000 912
32 5.656854 -0.003092 144000 912
33 5.744563 -0.000386 576000 912
34 5.830952 -0.001600 576000 912
35 5.916080 -0.001545 576000 912
36 6.000000 -0.001640 360000 912
37 6.082763 -0.002222 288000 912
38 6.164414 -0.001495 864000 912
40 6.324555 0.000723 288000 912
41 6.403124 -0.001209 1152000 912
42 6.480741 -0.001331 576000 912
43 6.557439 -0.000969 288000 912
44 6.633250 0.001308 288000 912
45 6.708204 -0.000759 864000 912
46 6.782330 -0.001490 576000 912
48 6.928203 0.001574 96000 912
49 7.000000 -0.000333 648000 912
50 7.071068 -0.001153 1008000 912
51 7.141428 -0.002539 576000 912
52 7.211103 0.001041 288000 912
53 7.280110 -0.000854 864000 912
54 7.348469 -0.000232 1152000 912
56 7.483315 -0.001129 576000 912
57 7.549834 0.002367 576000 912
58 7.615773 0.003147 288000 912
59 7.681146 -0.000286 864000 912
61 7.810250 -0.000925 864000 912
62 7.874008 -0.000206 1152000 912
64 8.000000 -0.001453 72000 912
65 8.062258 -0.000117 1152000 912
66 8.124038 0.001396 1152000 912
67 8.185353 -0.000873 288000 912
68 8.246211 0.001548 576000 912
69 8.306624 -0.000052 1152000 912
70 8.366600 0.000179 576000 912
72 8.485281 -0.000462 432000 912
73 8.544004 -0.000459 576000 912
74 8.602325 -0.001263 1440000 912
75 8.660254 0.000583 672000 912
76 8.717798 0.000095 288000 912
77 8.774964 0.001998 1152000 912
78 8.831761 0.001468 576000 912
80 8.944272 -0.001084 288000 912

Moves: 39000 CageStrain: 1.000000 T: 912 Landau: 0.000046
CageStrain: 1.000000 T: 80 DMAX: 9.621746 new_DMAX: 12.952871 variance: 19.042295 mean: -2.163155
CageStrain: 1.000000 T: 80 DMAX: 12.952871 new_DMAX: 12.952871 variance: 19.042295 mean: -2.163155
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 80
1 1.000000 0.875104 72000 80
2 1.414214 0.829549 144000 80
3 1.732051 0.796330 96000 80
4 2.000000 0.772073 72000 80
5 2.236068 0.744643 288000 80
6 2.449490 0.719798 288000 80
8 2.828427 0.675470 144000 80
9 3.000000 0.655185 360000 80
10 3.162278 0.636868 288000 80
11 3.316625 0.617496 288000 80
12 3.464102 0.597331 96000 80
13 3.605551 0.581230 288000 80
14 3.741657 0.564090 576000 80
16 4.000000 0.536109 72000 80
17 4.123106 0.518094 576000 80
18 4.242641 0.504026 432000 80
19 4.358899 0.488281 288000 80
20 4.472136 0.476460 288000 80
21 4.582576 0.462806 576000 80
22 4.690416 0.447939 288000 80
24 4.898979 0.424993 288000 80
25 5.000000 0.414325 360000 80
26 5.099020 0.403449 864000 80
27 5.196152 0.393653 384000 80
29 5.385165 0.370838 864000 80
30 5.477226 0.363059 576000 80
32 5.656854 0.340391 144000 80
33 5.744563 0.332553 576000 80
34 5.830952 0.323258 576000 80
35 5.916080 0.315644 576000 80
36 6.000000 0.307426 360000 80
37 6.082763 0.305854 288000 80
38 6.164414 0.293099 864000 80
40 6.324555 0.281463 288000 80
41 6.403124 0.270365 1152000 80
42 6.480741 0.260542 576000 80
43 6.557439 0.253698 288000 80
44 6.633250 0.251392 288000 80
45 6.708204 0.241969 864000 80
46 6.782330 0.237974 576000 80
48 6.928203 0.221375 96000 80
49 7.000000 0.220484 648000 80
50 7.071068 0.214212 1008000 80
51 7.141428 0.211016 576000 80
52 7.211103 0.201417 288000 80
53 7.280110 0.199180 864000 80
54 7.348469 0.195047 1152000 80
56 7.483315 0.181737 576000 80
57 7.549834 0.179303 576000 80
58 7.615773 0.178093 288000 80
59 7.681146 0.171182 864000 80
61 7.810250 0.158914 864000 80
62 7.874008 0.157169 1152000 80
64 8.000000 0.166046 72000 80
65 8.062258 0.148580 1152000 80
66 8.124038 0.145360 1152000 80
67 8.185353 0.140316 288000 80
68 8.246211 0.140248 576000 80
69 8.306624 0.138080 1152000 80
70 8.366600 0.126428 576000 80
72 8.485281 0.127731 432000 80
73 8.544004 0.122033 576000 80
74 8.602325 0.119729 1440000 80
75 8.660254 0.112302 672000 80
76 8.717798 0.108542 288000 80
77 8.774964 0.110747 1152000 80
78 8.831761 0.104875 576000 80
80 8.944272 0.105357 288000 80

Moves: 40000 CageStrain: 1.000000 T: 80 Landau: 0.104397
CageStrain: 1.000000 T: 592 DMAX: 12.952871 new_DMAX: 10.174392 variance: 11.019690 mean: 0.205590
CageStrain: 1.000000 T: 592 DMAX: 10.174392 new_DMAX: 10.174392 variance: 11.019690 mean: 0.205590
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 592
1 1.000000 0.196780 72000 592
2 1.414214 0.075435 144000 592
3 1.732051 0.036275 96000 592
4 2.000000 0.039702 72000 592
5 2.236068 0.022469 288000 592
6 2.449490 0.008872 288000 592
8 2.828427 0.006019 144000 592
9 3.000000 0.001114 360000 592
10 3.162278 0.006683 288000 592
11 3.316625 0.003301 288000 592
12 3.464102 -0.001907 96000 592
13 3.605551 0.003178 288000 592
14 3.741657 0.001103 576000 592
16 4.000000 0.002356 72000 592
17 4.123106 0.000911 576000 592
18 4.242641 0.002192 432000 592
19 4.358899 0.003058 288000 592
20 4.472136 0.003981 288000 592
21 4.582576 0.001869 576000 592
22 4.690416 0.001715 288000 592
24 4.898979 0.000835 288000 592
25 5.000000 0.003426 360000 592
26 5.099020 0.002525 864000 592
27 5.196152 0.002010 384000 592
29 5.385165 0.001609 864000 592
30 5.477226 0.000865 576000 592
32 5.656854 -0.000275 144000 592
33 5.744563 0.000261 576000 592
34 5.830952 0.001340 576000 592
35 5.916080 -0.000505 576000 592
36 6.000000 0.001546 360000 592
37 6.082763 0.000027 288000 592
38 6.164414 0.000329 864000 592
40 6.324555 0.000330 288000 592
41 6.403124 -0.000017 1152000 592
42 6.480741 -0.001043 576000 592
43 6.557439 0.001524 288000 592
44 6.633250 -0.002045 288000 592
45 6.708204 0.001535 864000 592
46 6.782330 -0.000404 576000 592
48 6.928203 0.003796 96000 592
49 7.000000 0.000216 648000 592
50 7.071068 -0.000293 1008000 592
51 7.141428 -0.003015 576000 592
52 7.211103 -0.000913 288000 592
53 7.280110 -0.000881 864000 592
54 7.348469 -0.000151 1152000 592
56 7.483315 0.000328 576000 592
57 7.549834 0.001264 576000 592
58 7.615773 0.002080 288000 592
59 7.681146 -0.001050 864000 592
61 7.810250 -0.000461 864000 592
62 7.874008 -0.000640 1152000 592
64 8.000000 -0.004866 72000 592
65 8.062258 -0.001882 1152000 592
66 8.124038 -0.002096 1152000 592
67 8.185353 0.000529 288000 592
68 8.246211 -0.001811 576000 592
69 8.306624 -0.002147 1152000 592
70 8.366600 0.001087 576000 592
72 8.485281 -0.001354 432000 592
73 8.544004 -0.000391 576000 592
74 8.602325 -0.000716 1440000 592
75 8.660254 0.000277 672000 592
76 8.717798 0.000928 288000 592
77 8.774964 -0.001373 1152000 592
78 8.831761 -0.001377 576000 592
80 8.944272 -0.001952 288000 592

Moves: 41000 CageStrain: 1.000000 T: 592 Landau: 0.000063
CageStrain: 1.000000 T: 336 DMAX: 10.174392 new_DMAX: 9.523842 variance: 14.691141 mean: 0.994763
CageStrain: 1.000000 T: 336 DMAX: 9.523842 new_DMAX: 9.523842 variance: 14.691141 mean: 0.994763
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 336
1 1.000000 0.530972 72000 336
2 1.414214 0.440959 144000 336
3 1.732051 0.406269 96000 336
4 2.000000 0.408029 72000 336
5 2.236068 0.383058 288000 336
6 2.449490 0.369712 288000 336
8 2.828427 0.357465 144000 336
9 3.000000 0.352276 360000 336
10 3.162278 0.351302 288000 336
11 3.316625 0.345615 288000 336
12 3.464102 0.339143 96000 336
13 3.605551 0.336941 288000 336
14 3.741657 0.333542 576000 336
16 4.000000 0.338481 72000 336
17 4.123106 0.329770 576000 336
18 4.242641 0.328304 432000 336
19 4.358899 0.321937 288000 336
20 4.472136 0.323944 288000 336
21 4.582576 0.322849 576000 336
22 4.690416 0.314809 288000 336
24 4.898979 0.317358 288000 336
25 5.000000 0.318685 360000 336
26 5.099020 0.316696 864000 336
27 5.196152 0.316260 384000 336
29 5.385165 0.311420 864000 336
30 5.477226 0.313736 576000 336
32 5.656854 0.309971 144000 336
33 5.744563 0.308761 576000 336
34 5.830952 0.306472 576000 336
35 5.916080 0.308720 576000 336
36 6.000000 0.307395 360000 336
37 6.082763 0.310975 288000 336
38 6.164414 0.306529 864000 336
40 6.324555 0.307324 288000 336
41 6.403124 0.304284 1152000 336
42 6.480741 0.304601 576000 336
43 6.557439 0.300570 288000 336
44 6.633250 0.302672 288000 336
45 6.708204 0.302776 864000 336
46 6.782330 0.302877 576000 336
48 6.928203 0.294638 96000 336
49 7.000000 0.299583 648000 336
50 7.071068 0.299435 1008000 336
51 7.141428 0.300769 576000 336
52 7.211103 0.302623 288000 336
53 7.280110 0.300544 864000 336
54 7.348469 0.298114 1152000 336
56 7.483315 0.297724 576000 336
57 7.549834 0.294831 576000 336
58 7.615773 0.299106 288000 336
59 7.681146 0.296764 864000 336
61 7.810250 0.295945 864000 336
62 7.874008 0.296128 1152000 336
64 8.000000 0.292631 72000 336
65 8.062258 0.295240 1152000 336
66 8.124038 0.293493 1152000 336
67 8.185353 0.292466 288000 336
68 8.246211 0.292309 576000 336
69 8.306624 0.293161 1152000 336
70 8.366600 0.292490 576000 336
72 8.485281 0.293789 432000 336
73 8.544004 0.294760 576000 336
74 8.602325 0.291991 1440000 336
75 8.660254 0.293275 672000 336
76 8.717798 0.293516 288000 336
77 8.774964 0.289677 1152000 336
78 8.831761 0.291765 576000 336
80 8.944272 0.292367 288000 336

Moves: 42000 CageStrain: 1.000000 T: 336 Landau: 0.277842
CageStrain: 1.000000 T: 848 DMAX: 9.523842 new_DMAX: 9.614002 variance: 8.934808 mean: -0.251849
CageStrain: 1.000000 T: 848 DMAX: 9.614002 new_DMAX: 9.614002 variance: 8.934808 mean: -0.251849
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 848
1 1.000000 0.118610 72000 848
2 1.414214 0.026843 144000 848
3 1.732051 0.007342 96000 848
4 2.000000 0.009883 72000 848
5 2.236068 0.000235 288000 848
6 2.449490 0.001115 288000 848
8 2.828427 -0.000807 144000 848
9 3.000000 -0.000971 360000 848
10 3.162278 -0.002422 288000 848
11 3.316625 -0.002123 288000 848
12 3.464102 0.004829 96000 848
13 3.605551 -0.001082 288000 848
14 3.741657 -0.002022 576000 848
16 4.000000 -0.003244 72000 848
17 4.123106 0.001622 576000 848
18 4.242641 -0.000221 432000 848
19 4.358899 0.000216 288000 848
20 4.472136 -0.001530 288000 848
21 4.582576 -0.000099 576000 848
22 4.690416 0.000323 288000 848
24 4.898979 0.001933 288000 848
25 5.000000 -0.001037 360000 848
26 5.099020 0.000277 864000 848
27 5.196152 0.000233 384000 848
29 5.385165 -0.000252 864000 848
30 5.477226 0.000047 576000 848
32 5.656854 -0.000108 144000 848
33 5.744563 0.000584 576000 848
34 5.830952 -0.000420 576000 848
35 5.916080 0.000101 576000 848
36 6.000000 -0.000766 360000 848
37 6.082763 0.000290 288000 848
38 6.164414 -0.001218 864000 848
40 6.324555 -0.000984 288000 848
41 6.403124 -0.000059 1152000 848
42 6.480741 0.000665 576000 848
43 6.557439 -0.001330 288000 848
44 6.633250 -0.001074 288000 848
45 6.708204 -0.000584 864000 848
46 6.782330 -0.000979 576000 848
48 6.928203 0.000307 96000 848
49 7.000000 -0.001154 648000 848
50 7.071068 -0.000451 1008000 848
51 7.141428 -0.000755 576000 848
52 7.211103 -0.001244 288000 848
53 7.280110 0.000625 864000 848
54 7.348469 0.000135 1152000 848
56 7.483315 -0.000326 576000 848
57 7.549834 -0.000714 576000 848
58 7.615773 -0.001065 288000 848
59 7.681146 0.000097 864000 848
61 7.810250 -0.000468 864000 848
62 7.874008 -0.000358 1152000 848
64 8.000000 -0.003620 72000 848
65 8.062258 0.000467 1152000 848
66 8.124038 -0.000731 1152000 848
67 8.185353 -0.002925 288000 848
68 8.246211 0.000353 576000 848
69 8.306624 -0.001556 1152000 848
70 8.366600 0.002121 576000 848
72 8.485281 -0.002851 432000 848
73 8.544004 -0.001733 576000 848
74 8.602325 -0.001739 1440000 848
75 8.660254 0.000084 672000 848
76 8.717798 0.000250 288000 848
77 8.774964 -0.000824 1152000 848
78 8.831761 0.001884 576000 848
80 8.944272 0.001075 288000 848

Moves: 43000 CageStrain: 1.000000 T: 848 Landau: 0.000036
CageStrain: 1.000000 T: 208 DMAX: 9.614002 new_DMAX: 9.863999 variance: 16.441046 mean: 2.163218
CageStrain: 1.000000 T: 208 DMAX: 9.863999 new_DMAX: 9.863999 variance: 16.441046 mean: 2.163218
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 208
1 1.000000 0.733159 72000 208
2 1.414214 0.680120 144000 208
3 1.732051 0.655992 96000 208
4 2.000000 0.651717 72000 208
5 2.236068 0.633773 288000 208
6 2.449490 0.622006 288000 208
8 2.828427 0.606359 144000 208
9 3.000000 0.599519 360000 208
10 3.162278 0.595326 288000 208
11 3.316625 0.588165 288000 208
12 3.464102 0.581881 96000 208
13 3.605551 0.578054 288000 208
14 3.741657 0.572348 576000 208
16 4.000000 0.565994 72000 208
17 4.123106 0.559365 576000 208
18 4.242641 0.555126 432000 208
19 4.358899 0.551591 288000 208
20 4.472136 0.547570 288000 208
21 4.582576 0.543619 576000 208
22 4.690416 0.538649 288000 208
24 4.898979 0.532377 288000 208
25 5.000000 0.530326 360000 208
26 5.099020 0.527249 864000 208
27 5.196152 0.523774 384000 208
29 5.385165 0.516928 864000 208
30 5.477226 0.514623 576000 208
32 5.656854 0.509365 144000 208
33 5.744563 0.506319 576000 208
34 5.830952 0.502414 576000 208
35 5.916080 0.500264 576000 208
36 6.000000 0.497769 360000 208
37 6.082763 0.498335 288000 208
38 6.164414 0.492937 864000 208
40 6.324555 0.489565 288000 208
41 6.403124 0.485550 1152000 208
42 6.480741 0.482095 576000 208
43 6.557439 0.479395 288000 208
44 6.633250 0.479938 288000 208
45 6.708204 0.475438 864000 208
46 6.782330 0.474372 576000 208
48 6.928203 0.468389 96000 208
49 7.000000 0.468195 648000 208
50 7.071068 0.465371 1008000 208
51 7.141428 0.464554 576000 208
52 7.211103 0.460583 288000 208
53 7.280110 0.460400 864000 208
54 7.348469 0.458525 1152000 208
56 7.483315 0.452904 576000 208
57 7.549834 0.452071 576000 208
58 7.615773 0.452569 288000 208
59 7.681146 0.449122 864000 208
61 7.810250 0.443021 864000 208
62 7.874008 0.442969 1152000 208
64 8.000000 0.450579 72000 208
65 8.062258 0.439504 1152000 208
66 8.124038 0.438537 1152000 208
67 8.185353 0.435308 288000 208
68 8.246211 0.436063 576000 208
69 8.306624 0.435936 1152000 208
70 8.366600 0.425728 576000 208
72 8.485281 0.431098 432000 208
73 8.544004 0.427588 576000 208
74 8.602325 0.426399 1440000 208
75 8.660254 0.420473 672000 208
76 8.717798 0.416951 288000 208
77 8.774964 0.420397 1152000 208
78 8.831761 0.416557 576000 208
80 8.944272 0.420251 288000 208

Moves: 44000 CageStrain: 1.000000 T: 208 Landau: 0.348033
CageStrain: 1.000000 T: 720 DMAX: 9.863999 new_DMAX: 7.272423 variance: 5.371339 mean: 0.885778
CageStrain: 1.000000 T: 720 DMAX: 7.272423 new_DMAX: 7.272423 variance: 5.371339 mean: 0.885778
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 720
1 1.000000 0.155880 72000 720
2 1.414214 0.045660 144000 720
3 1.732051 0.016745 96000 720
4 2.000000 0.022570 72000 720
5 2.236068 0.008087 288000 720
6 2.449490 0.001427 288000 720
8 2.828427 0.002176 144000 720
9 3.000000 -0.000723 360000 720
10 3.162278 0.001125 288000 720
11 3.316625 0.001067 288000 720
12 3.464102 -0.000856 96000 720
13 3.605551 0.001779 288000 720
14 3.741657 0.000881 576000 720
16 4.000000 0.001385 72000 720
17 4.123106 0.000270 576000 720
18 4.242641 0.002212 432000 720
19 4.358899 -0.000511 288000 720
20 4.472136 0.000120 288000 720
21 4.582576 -0.000586 576000 720
22 4.690416 -0.002219 288000 720
24 4.898979 0.000500 288000 720
25 5.000000 0.002733 360000 720
26 5.099020 0.001955 864000 720
27 5.196152 0.002855 384000 720
29 5.385165 0.000308 864000 720
30 5.477226 0.000945 576000 720
32 5.656854 0.001882 144000 720
33 5.744563 0.001244 576000 720
34 5.830952 0.000595 576000 720
35 5.916080 0.000879 576000 720
36 6.000000 0.000040 360000 720
37 6.082763 -0.001046 288000 720
38 6.164414 0.000182 864000 720
40 6.324555 0.002775 288000 720
41 6.403124 0.000279 1152000 720
42 6.480741 -0.001181 576000 720
43 6.557439 0.002045 288000 720
44 6.633250 0.001007 288000 720
45 6.708204 -0.000560 864000 720
46 6.782330 -0.002094 576000 720
48 6.928203 0.003000 96000 720
49 7.000000 -0.000211 648000 720
50 7.071068 0.001512 1008000 720
51 7.141428 0.000623 576000 720
52 7.211103 -0.002075 288000 720
53 7.280110 -0.000390 864000 720
54 7.348469 0.000050 1152000 720
56 7.483315 -0.000874 576000 720
57 7.549834 0.001061 576000 720
58 7.615773 0.001296 288000 720
59 7.681146 0.000210 864000 720
61 7.810250 -0.000476 864000 720
62 7.874008 0.001255 1152000 720
64 8.000000 0.001071 72000 720
65 8.062258 -0.001053 1152000 720
66 8.124038 0.001009 1152000 720
67 8.185353 0.002220 288000 720
68 8.246211 -0.000032 576000 720
69 8.306624 0.002191 1152000 720
70 8.366600 -0.001021 576000 720
72 8.485281 0.001290 432000 720
73 8.544004 -0.000212 576000 720
74 8.602325 0.000582 1440000 720
75 8.660254 0.001080 672000 720
76 8.717798 -0.001850 288000 720
77 8.774964 0.001821 1152000 720
78 8.831761 0.002602 576000 720
80 8.944272 0.003659 288000 720

Moves: 45000 CageStrain: 1.000000 T: 720 Landau: 0.000309
CageStrain: 1.000000 T: 464 DMAX: 7.272423 new_DMAX: 17.028711 variance: 26.300554 mean: 2.255674
CageStrain: 1.000000 T: 464 DMAX: 17.028711 new_DMAX: 17.028711 variance: 26.300554 mean: 2.255674
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 464
1 1.000000 0.278852 72000 464
2 1.414214 0.149334 144000 464
3 1.732051 0.099097 96000 464
4 2.000000 0.104190 72000 464
5 2.236068 0.073580 288000 464
6 2.449490 0.053219 288000 464
8 2.828427 0.040358 144000 464
9 3.000000 0.033431 360000 464
10 3.162278 0.035482 288000 464
11 3.316625 0.026948 288000 464
12 3.464102 0.020068 96000 464
13 3.605551 0.023521 288000 464
14 3.741657 0.017887 576000 464
16 4.000000 0.019572 72000 464
17 4.123106 0.015136 576000 464
18 4.242641 0.014680 432000 464
19 4.358899 0.011994 288000 464
20 4.472136 0.013902 288000 464
21 4.582576 0.013723 576000 464
22 4.690416 0.010171 288000 464
24 4.898979 0.012064 288000 464
25 5.000000 0.009915 360000 464
26 5.099020 0.009339 864000 464
27 5.196152 0.009808 384000 464
29 5.385165 0.009120 864000 464
30 5.477226 0.009321 576000 464
32 5.656854 0.007735 144000 464
33 5.744563 0.006494 576000 464
34 5.830952 0.007164 576000 464
35 5.916080 0.006185 576000 464
36 6.000000 0.007509 360000 464
37 6.082763 0.005342 288000 464
38 6.164414 0.006670 864000 464
40 6.324555 0.007162 288000 464
41 6.403124 0.006949 1152000 464
42 6.480741 0.003498 576000 464
43 6.557439 0.005039 288000 464
44 6.633250 0.007425 288000 464
45 6.708204 0.005930 864000 464
46 6.782330 0.005237 576000 464
48 6.928203 0.003336 96000 464
49 7.000000 0.005203 648000 464
50 7.071068 0.004850 1008000 464
51 7.141428 0.004273 576000 464
52 7.211103 0.004643 288000 464
53 7.280110 0.003322 864000 464
54 7.348469 0.004127 1152000 464
56 7.483315 0.004732 576000 464
57 7.549834 0.005063 576000 464
58 7.615773 0.004786 288000 464
59 7.681146 0.002502 864000 464
61 7.810250 0.004151 864000 464
62 7.874008 0.003695 1152000 464
64 8.000000 0.004213 72000 464
65 8.062258 0.002304 1152000 464
66 8.124038 0.002676 1152000 464
67 8.185353 0.003253 288000 464
68 8.246211 0.004046 576000 464
69 8.306624 0.004132 1152000 464
70 8.366600 0.003577 576000 464
72 8.485281 0.004589 432000 464
73 8.544004 0.002930 576000 464
74 8.602325 0.002494 1440000 464
75 8.660254 0.001946 672000 464
76 8.717798 -0.000682 288000 464
77 8.774964 0.003997 1152000 464
78 8.831761 0.002496 576000 464
80 8.944272 0.002698 288000 464

Moves: 46000 CageStrain: 1.000000 T: 464 Landau: 0.005583
