LOCAL ORDER: 
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
6 2.449490 -0.000017 288000 800
8 2.828427 0.001257 144000 800
9 3.000000 -0.002342 360000 800
10 3.162278 -0.000071 288000 800
11 3.316625 0.001729 288000 800
12 3.464102 0.001108 96000 800
13 3.605551 -0.003537 288000 800
14 3.741657 -0.002257 576000 800
16 4.000000 0.000701 72000 800
17 4.123106 0.000864 576000 800
18 4.242641 0.001144 432000 800
19 4.358899 0.000041 288000 800
20 4.472136 0.000161 288000 800
21 4.582576 -0.001333 576000 800
22 4.690416 0.000240 288000 800
24 4.898979 -0.001022 288000 800
25 5.000000 0.000939 360000 800
26 5.099020 -0.000442 864000 800
27 5.196152 0.001870 384000 800
29 5.385165 -0.001860 864000 800
30 5.477226 -0.000238 576000 800
32 5.656854 0.003069 144000 800
33 5.744563 -0.000407 576000 800
34 5.830952 -0.000990 576000 800
35 5.916080 -0.001188 576000 800
36 6.000000 -0.000128 360000 800
37 6.082763 -0.003243 288000 800
38 6.164414 0.000408 864000 800
40 6.324555 -0.000727 288000 800
41 6.403124 0.001120 1152000 800
42 6.480741 -0.000102 576000 800
43 6.557439 0.002239 288000 800
44 6.633250 -0.000016 288000 800
45 6.708204 -0.000044 864000 800
46 6.782330 0.000003 576000 800
48 6.928203 -0.000551 96000 800
49 7.000000 0.000067 648000 800
50 7.071068 -0.000530 1008000 800
51 7.141428 0.000432 576000 800
52 7.211103 0.002110 288000 800
53 7.280110 0.001275 864000 800
54 7.348469 0.000680 1152000 800
56 7.483315 -0.000701 576000 800
57 7.549834 0.002068 576000 800
58 7.615773 0.000124 288000 800
59 7.681146 0.000260 864000 800
61 7.810250 -0.001121 864000 800
62 7.874008 0.000632 1152000 800
64 8.000000 -0.004753 72000 800
65 8.062258 -0.001056 1152000 800
66 8.124038 0.000390 1152000 800
67 8.185353 -0.002001 288000 800
68 8.246211 -0.001872 576000 800
69 8.306624 -0.000207 1152000 800
70 8.366600 -0.000724 576000 800
72 8.485281 -0.001507 432000 800
73 8.544004 0.000124 576000 800
74 8.602325 -0.000481 1440000 800
75 8.660254 0.000785 672000 800
76 8.717798 0.003499 288000 800
77 8.774964 -0.001033 1152000 800
78 8.831761 -0.001239 576000 800
80 8.944272 -0.000223 288000 800

Moves: 19000 CageStrain: 1.000000 T: 800 Landau: 0.000068
CageStrain: 1.000000 T: 160 DMAX: 8.958704 new_DMAX: 8.301220 variance: 11.879595 mean: -0.590258
CageStrain: 1.000000 T: 160 DMAX: 8.301220 new_DMAX: 8.301220 variance: 11.879595 mean: -0.590258
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 160
1 1.000000 0.795574 72000 160
2 1.414214 0.746995 144000 160
3 1.732051 0.720301 96000 160
4 2.000000 0.709555 72000 160
5 2.236068 0.689481 288000 160
6 2.449490 0.672982 288000 160
8 2.828427 0.648646 144000 160
9 3.000000 0.636985 360000 160
10 3.162278 0.628905 288000 160
11 3.316625 0.617408 288000 160
12 3.464102 0.603766 96000 160
13 3.605551 0.596987 288000 160
14 3.741657 0.586874 576000 160
16 4.000000 0.575695 72000 160
17 4.123106 0.562211 576000 160
18 4.242641 0.554962 432000 160
19 4.358899 0.544641 288000 160
20 4.472136 0.538007 288000 160
21 4.582576 0.530244 576000 160
22 4.690416 0.519448 288000 160
24 4.898979 0.506812 288000 160
25 5.000000 0.502348 360000 160
26 5.099020 0.495678 864000 160
27 5.196152 0.489899 384000 160
29 5.385165 0.474020 864000 160
30 5.477226 0.470458 576000 160
32 5.656854 0.455169 144000 160
33 5.744563 0.449401 576000 160
34 5.830952 0.442550 576000 160
35 5.916080 0.438476 576000 160
36 6.000000 0.432365 360000 160
37 6.082763 0.436948 288000 160
38 6.164414 0.423274 864000 160
40 6.324555 0.418099 288000 160
41 6.403124 0.407544 1152000 160
42 6.480741 0.399256 576000 160
43 6.557439 0.391684 288000 160
44 6.633250 0.394643 288000 160
45 6.708204 0.385327 864000 160
46 6.782330 0.384789 576000 160
48 6.928203 0.364624 96000 160
49 7.000000 0.370665 648000 160
50 7.071068 0.363977 1008000 160
51 7.141428 0.365470 576000 160
52 7.211103 0.354686 288000 160
53 7.280110 0.354958 864000 160
54 7.348469 0.350841 1152000 160
56 7.483315 0.335990 576000 160
57 7.549834 0.334432 576000 160
58 7.615773 0.339928 288000 160
59 7.681146 0.329508 864000 160
61 7.810250 0.314449 864000 160
62 7.874008 0.317090 1152000 160
64 8.000000 0.337994 72000 160
65 8.062258 0.310327 1152000 160
66 8.124038 0.306978 1152000 160
67 8.185353 0.300313 288000 160
68 8.246211 0.301941 576000 160
69 8.306624 0.303762 1152000 160
70 8.366600 0.278920 576000 160
72 8.485281 0.293293 432000 160
73 8.544004 0.285816 576000 160
74 8.602325 0.282003 1440000 160
75 8.660254 0.270354 672000 160
76 8.717798 0.262043 288000 160
77 8.774964 0.267514 1152000 160
78 8.831761 0.260595 576000 160
80 8.944272 0.271458 288000 160

Moves: 20000 CageStrain: 1.000000 T: 160 Landau: 0.199485
CageStrain: 1.000000 T: 672 DMAX: 8.301220 new_DMAX: 7.108654 variance: 6.406967 mean: 0.238103
CageStrain: 1.000000 T: 672 DMAX: 7.108654 new_DMAX: 7.108654 variance: 6.406967 mean: 0.238103
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 672
1 1.000000 0.164024 72000 672
2 1.414214 0.053846 144000 672
3 1.732051 0.018060 96000 672
4 2.000000 0.028966 72000 672
5 2.236068 0.015204 288000 672
6 2.449490 0.008489 288000 672
8 2.828427 0.005419 144000 672
9 3.000000 0.003090 360000 672
10 3.162278 0.004650 288000 672
11 3.316625 -0.001799 288000 672
12 3.464102 0.003191 96000 672
13 3.605551 0.000616 288000 672
14 3.741657 -0.000687 576000 672
16 4.000000 0.002502 72000 672
17 4.123106 0.001443 576000 672
18 4.242641 -0.001559 432000 672
19 4.358899 0.000253 288000 672
20 4.472136 0.001062 288000 672
21 4.582576 -0.001440 576000 672
22 4.690416 -0.000152 288000 672
24 4.898979 0.001666 288000 672
25 5.000000 -0.000817 360000 672
26 5.099020 -0.000678 864000 672
27 5.196152 -0.003229 384000 672
29 5.385165 0.000175 864000 672
30 5.477226 -0.001288 576000 672
32 5.656854 -0.004212 144000 672
33 5.744563 -0.001404 576000 672
34 5.830952 -0.000836 576000 672
35 5.916080 -0.000778 576000 672
36 6.000000 -0.001516 360000 672
37 6.082763 -0.001220 288000 672
38 6.164414 -0.001473 864000 672
40 6.324555 -0.000829 288000 672
41 6.403124 -0.002191 1152000 672
42 6.480741 -0.002015 576000 672
43 6.557439 -0.003351 288000 672
44 6.633250 -0.003704 288000 672
45 6.708204 -0.001299 864000 672
46 6.782330 -0.001378 576000 672
48 6.928203 -0.002460 96000 672
49 7.000000 -0.000734 648000 672
50 7.071068 -0.001748 1008000 672
51 7.141428 -0.001910 576000 672
52 7.211103 0.000437 288000 672
53 7.280110 0.000702 864000 672
54 7.348469 -0.000272 1152000 672
56 7.483315 -0.000533 576000 672
57 7.549834 -0.001513 576000 672
58 7.615773 0.003203 288000 672
59 7.681146 0.000595 864000 672
61 7.810250 -0.000088 864000 672
62 7.874008 -0.000698 1152000 672
64 8.000000 0.003266 72000 672
65 8.062258 -0.000008 1152000 672
66 8.124038 -0.000404 1152000 672
67 8.185353 -0.001108 288000 672
68 8.246211 0.000921 576000 672
69 8.306624 0.001118 1152000 672
70 8.366600 0.000646 576000 672
72 8.485281 0.000579 432000 672
73 8.544004 0.001549 576000 672
74 8.602325 0.000028 1440000 672
75 8.660254 0.000522 672000 672
76 8.717798 0.001136 288000 672
77 8.774964 -0.000389 1152000 672
78 8.831761 0.000531 576000 672
80 8.944272 -0.000344 288000 672

Moves: 21000 CageStrain: 1.000000 T: 672 Landau: 0.000236
CageStrain: 1.000000 T: 416 DMAX: 7.108654 new_DMAX: 10.451750 variance: 13.889409 mean: 0.665020
CageStrain: 1.000000 T: 416 DMAX: 10.451750 new_DMAX: 10.451750 variance: 13.889409 mean: 0.665020
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 416
1 1.000000 0.335632 72000 416
2 1.414214 0.202387 144000 416
3 1.732051 0.146051 96000 416
4 2.000000 0.143968 72000 416
5 2.236068 0.108197 288000 416
6 2.449490 0.086794 288000 416
8 2.828427 0.063814 144000 416
9 3.000000 0.056446 360000 416
10 3.162278 0.053826 288000 416
11 3.316625 0.045816 288000 416
12 3.464102 0.031628 96000 416
13 3.605551 0.033908 288000 416
14 3.741657 0.028252 576000 416
16 4.000000 0.031728 72000 416
17 4.123106 0.021086 576000 416
18 4.242641 0.020880 432000 416
19 4.358899 0.015100 288000 416
20 4.472136 0.015518 288000 416
21 4.582576 0.012643 576000 416
22 4.690416 0.009257 288000 416
24 4.898979 0.007167 288000 416
25 5.000000 0.008464 360000 416
26 5.099020 0.006410 864000 416
27 5.196152 0.007205 384000 416
29 5.385165 0.002129 864000 416
30 5.477226 0.004377 576000 416
32 5.656854 0.000254 144000 416
33 5.744563 0.000304 576000 416
34 5.830952 0.000427 576000 416
35 5.916080 0.000457 576000 416
36 6.000000 -0.001104 360000 416
37 6.082763 0.003648 288000 416
38 6.164414 -0.001460 864000 416
40 6.324555 -0.000410 288000 416
41 6.403124 -0.002336 1152000 416
42 6.480741 -0.002312 576000 416
43 6.557439 -0.002341 288000 416
44 6.633250 -0.002998 288000 416
45 6.708204 -0.003356 864000 416
46 6.782330 -0.002822 576000 416
48 6.928203 -0.001663 96000 416
49 7.000000 -0.003985 648000 416
50 7.071068 -0.002578 1008000 416
51 7.141428 -0.000400 576000 416
52 7.211103 -0.003425 288000 416
53 7.280110 -0.002838 864000 416
54 7.348469 -0.003339 1152000 416
56 7.483315 -0.004616 576000 416
57 7.549834 -0.003431 576000 416
58 7.615773 -0.004534 288000 416
59 7.681146 -0.004516 864000 416
61 7.810250 -0.003928 864000 416
62 7.874008 -0.004361 1152000 416
64 8.000000 0.007100 72000 416
65 8.062258 -0.001541 1152000 416
66 8.124038 -0.002463 1152000 416
67 8.185353 -0.004875 288000 416
68 8.246211 -0.001273 576000 416
69 8.306624 -0.002301 1152000 416
70 8.366600 -0.005001 576000 416
72 8.485281 -0.001999 432000 416
73 8.544004 -0.001236 576000 416
74 8.602325 -0.003052 1440000 416
75 8.660254 -0.003515 672000 416
76 8.717798 0.000476 288000 416
77 8.774964 -0.004716 1152000 416
78 8.831761 -0.001720 576000 416
80 8.944272 -0.002486 288000 416

Moves: 22000 CageStrain: 1.000000 T: 416 Landau: 0.001266
CageStrain: 1.000000 T: 928 DMAX: 10.451750 new_DMAX: 8.212622 variance: 7.664139 mean: -0.568891
CageStrain: 1.000000 T: 928 DMAX: 8.212622 new_DMAX: 8.212622 variance: 7.664139 mean: -0.568891
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 928
1 1.000000 0.116327 72000 928
2 1.414214 0.026262 144000 928
3 1.732051 0.006989 96000 928
4 2.000000 0.022012 72000 928
5 2.236068 0.002167 288000 928
6 2.449490 0.000447 288000 928
8 2.828427 -0.001399 144000 928
9 3.000000 0.000878 360000 928
10 3.162278 0.000319 288000 928
11 3.316625 -0.001270 288000 928
12 3.464102 0.001441 96000 928
13 3.605551 0.000757 288000 928
14 3.741657 0.000016 576000 928
16 4.000000 -0.000862 72000 928
17 4.123106 0.001104 576000 928
18 4.242641 0.001116 432000 928
19 4.358899 0.000982 288000 928
20 4.472136 0.002039 288000 928
21 4.582576 0.001139 576000 928
22 4.690416 0.003748 288000 928
24 4.898979 -0.002171 288000 928
25 5.000000 -0.001316 360000 928
26 5.099020 0.000261 864000 928
27 5.196152 0.000464 384000 928
29 5.385165 -0.000396 864000 928
30 5.477226 0.000123 576000 928
32 5.656854 -0.003441 144000 928
33 5.744563 0.000068 576000 928
34 5.830952 0.001094 576000 928
35 5.916080 0.001277 576000 928
36 6.000000 -0.002332 360000 928
37 6.082763 -0.000752 288000 928
38 6.164414 -0.000346 864000 928
40 6.324555 0.000847 288000 928
41 6.403124 0.000022 1152000 928
42 6.480741 0.001845 576000 928
43 6.557439 -0.000720 288000 928
44 6.633250 -0.001203 288000 928
45 6.708204 0.000370 864000 928
46 6.782330 0.001146 576000 928
48 6.928203 -0.001869 96000 928
49 7.000000 0.000145 648000 928
50 7.071068 -0.000591 1008000 928
51 7.141428 0.001172 576000 928
52 7.211103 -0.000776 288000 928
53 7.280110 0.000140 864000 928
54 7.348469 0.000228 1152000 928
56 7.483315 0.000154 576000 928
57 7.549834 0.001752 576000 928
58 7.615773 -0.000254 288000 928
59 7.681146 -0.000652 864000 928
61 7.810250 0.001169 864000 928
62 7.874008 -0.001037 1152000 928
64 8.000000 -0.001206 72000 928
65 8.062258 -0.000546 1152000 928
66 8.124038 0.001069 1152000 928
67 8.185353 -0.000481 288000 928
68 8.246211 0.000040 576000 928
69 8.306624 0.000210 1152000 928
70 8.366600 0.003003 576000 928
72 8.485281 0.000265 432000 928
73 8.544004 -0.000440 576000 928
74 8.602325 -0.000474 1440000 928
75 8.660254 -0.000219 672000 928
76 8.717798 0.002026 288000 928
77 8.774964 -0.000352 1152000 928
78 8.831761 0.001196 576000 928
80 8.944272 -0.001535 288000 928

Moves: 23000 CageStrain: 1.000000 T: 928 Landau: 0.000023
CageStrain: 1.000000 T: 96 DMAX: 8.212622 new_DMAX: 7.925598 variance: 10.958766 mean: -0.786936
CageStrain: 1.000000 T: 96 DMAX: 7.925598 new_DMAX: 7.925598 variance: 10.958766 mean: -0.786936
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 96
1 1.000000 0.854078 72000 96
2 1.414214 0.804529 144000 96
3 1.732051 0.770906 96000 96
4 2.000000 0.749819 72000 96
5 2.236068 0.721608 288000 96
6 2.449490 0.697574 288000 96
8 2.828427 0.655803 144000 96
9 3.000000 0.636389 360000 96
10 3.162278 0.619080 288000 96
11 3.316625 0.600646 288000 96
12 3.464102 0.582730 96000 96
13 3.605551 0.566890 288000 96
14 3.741657 0.550553 576000 96
16 4.000000 0.523297 72000 96
17 4.123106 0.506791 576000 96
18 4.242641 0.493174 432000 96
19 4.358899 0.478581 288000 96
20 4.472136 0.466754 288000 96
21 4.582576 0.453730 576000 96
22 4.690416 0.439399 288000 96
24 4.898979 0.416768 288000 96
25 5.000000 0.406754 360000 96
26 5.099020 0.395701 864000 96
27 5.196152 0.384987 384000 96
29 5.385165 0.363583 864000 96
30 5.477226 0.355111 576000 96
32 5.656854 0.334539 144000 96
33 5.744563 0.325974 576000 96
34 5.830952 0.316013 576000 96
35 5.916080 0.308443 576000 96
36 6.000000 0.300011 360000 96
37 6.082763 0.296011 288000 96
38 6.164414 0.284710 864000 96
40 6.324555 0.271348 288000 96
41 6.403124 0.261456 1152000 96
42 6.480741 0.252714 576000 96
43 6.557439 0.244855 288000 96
44 6.633250 0.241538 288000 96
45 6.708204 0.232414 864000 96
46 6.782330 0.227679 576000 96
48 6.928203 0.210854 96000 96
49 7.000000 0.208919 648000 96
50 7.071068 0.202059 1008000 96
51 7.141428 0.198157 576000 96
52 7.211103 0.189214 288000 96
53 7.280110 0.186117 864000 96
54 7.348469 0.181083 1152000 96
56 7.483315 0.167193 576000 96
57 7.549834 0.164528 576000 96
58 7.615773 0.162302 288000 96
59 7.681146 0.155157 864000 96
61 7.810250 0.141912 864000 96
62 7.874008 0.139619 1152000 96
64 8.000000 0.145843 72000 96
65 8.062258 0.128964 1152000 96
66 8.124038 0.125385 1152000 96
67 8.185353 0.119611 288000 96
68 8.246211 0.119573 576000 96
69 8.306624 0.116693 1152000 96
70 8.366600 0.104329 576000 96
72 8.485281 0.105040 432000 96
73 8.544004 0.098397 576000 96
74 8.602325 0.095463 1440000 96
75 8.660254 0.086298 672000 96
76 8.717798 0.081321 288000 96
77 8.774964 0.085461 1152000 96
78 8.831761 0.077433 576000 96
80 8.944272 0.077849 288000 96

Moves: 24000 CageStrain: 1.000000 T: 96 Landau: 0.042024
CageStrain: 1.000000 T: 608 DMAX: 7.925598 new_DMAX: 11.615373 variance: 13.147831 mean: -0.509048
CageStrain: 1.000000 T: 608 DMAX: 11.615373 new_DMAX: 11.615373 variance: 13.147831 mean: -0.509048
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 608
1 1.000000 0.194108 72000 608
2 1.414214 0.072482 144000 608
3 1.732051 0.034039 96000 608
4 2.000000 0.040876 72000 608
5 2.236068 0.020936 288000 608
6 2.449490 0.010425 288000 608
8 2.828427 0.005038 144000 608
9 3.000000 0.002648 360000 608
10 3.162278 0.004763 288000 608
11 3.316625 0.002265 288000 608
12 3.464102 -0.002402 96000 608
13 3.605551 0.000050 288000 608
14 3.741657 0.000161 576000 608
16 4.000000 -0.000891 72000 608
17 4.123106 -0.002234 576000 608
18 4.242641 -0.001004 432000 608
19 4.358899 -0.001146 288000 608
20 4.472136 0.000512 288000 608
21 4.582576 0.000786 576000 608
22 4.690416 -0.003313 288000 608
24 4.898979 -0.001570 288000 608
25 5.000000 -0.000482 360000 608
26 5.099020 -0.000509 864000 608
27 5.196152 -0.002351 384000 608
29 5.385165 0.000319 864000 608
30 5.477226 -0.000115 576000 608
32 5.656854 0.000151 144000 608
33 5.744563 0.001621 576000 608
34 5.830952 -0.001783 576000 608
35 5.916080 0.001058 576000 608
36 6.000000 -0.001151 360000 608
37 6.082763 -0.001381 288000 608
38 6.164414 0.001343 864000 608
40 6.324555 0.001739 288000 608
41 6.403124 -0.000027 1152000 608
42 6.480741 -0.000080 576000 608
43 6.557439 -0.000109 288000 608
44 6.633250 0.003424 288000 608
45 6.708204 -0.000122 864000 608
46 6.782330 -0.000917 576000 608
48 6.928203 -0.000912 96000 608
49 7.000000 0.000526 648000 608
50 7.071068 -0.000537 1008000 608
51 7.141428 0.000481 576000 608
52 7.211103 0.000294 288000 608
53 7.280110 0.000399 864000 608
54 7.348469 0.001780 1152000 608
56 7.483315 0.000301 576000 608
57 7.549834 -0.000290 576000 608
58 7.615773 0.000574 288000 608
59 7.681146 0.000848 864000 608
61 7.810250 -0.000236 864000 608
62 7.874008 0.000094 1152000 608
64 8.000000 0.002109 72000 608
65 8.062258 0.000670 1152000 608
66 8.124038 -0.000486 1152000 608
67 8.185353 -0.000924 288000 608
68 8.246211 0.000728 576000 608
69 8.306624 -0.000140 1152000 608
70 8.366600 -0.000730 576000 608
72 8.485281 -0.000613 432000 608
73 8.544004 0.000267 576000 608
74 8.602325 -0.000036 1440000 608
75 8.660254 -0.001968 672000 608
76 8.717798 -0.000581 288000 608
77 8.774964 -0.001659 1152000 608
78 8.831761 0.000005 576000 608
80 8.944272 -0.000127 288000 608

Moves: 25000 CageStrain: 1.000000 T: 608 Landau: 0.000207
CageStrain: 1.000000 T: 352 DMAX: 11.615373 new_DMAX: 11.488740 variance: 18.067251 mean: -0.678805
CageStrain: 1.000000 T: 352 DMAX: 11.488740 new_DMAX: 11.488740 variance: 18.067251 mean: -0.678805
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 352
1 1.000000 0.488475 72000 352
2 1.414214 0.392694 144000 352
3 1.732051 0.351971 96000 352
4 2.000000 0.350844 72000 352
5 2.236068 0.325062 288000 352
6 2.449490 0.308525 288000 352
8 2.828427 0.291681 144000 352
9 3.000000 0.284600 360000 352
10 3.162278 0.284007 288000 352
11 3.316625 0.276017 288000 352
12 3.464102 0.264361 96000 352
13 3.605551 0.267490 288000 352
14 3.741657 0.260452 576000 352
16 4.000000 0.264333 72000 352
17 4.123106 0.253593 576000 352
18 4.242641 0.252101 432000 352
19 4.358899 0.245244 288000 352
20 4.472136 0.246765 288000 352
21 4.582576 0.243083 576000 352
22 4.690416 0.236998 288000 352
24 4.898979 0.233920 288000 352
25 5.000000 0.237844 360000 352
26 5.099020 0.236133 864000 352
27 5.196152 0.234878 384000 352
29 5.385165 0.227839 864000 352
30 5.477226 0.229959 576000 352
32 5.656854 0.226999 144000 352
33 5.744563 0.225427 576000 352
34 5.830952 0.222449 576000 352
35 5.916080 0.222715 576000 352
36 6.000000 0.220470 360000 352
37 6.082763 0.226034 288000 352
38 6.164414 0.220581 864000 352
40 6.324555 0.222013 288000 352
41 6.403124 0.218101 1152000 352
42 6.480741 0.218412 576000 352
43 6.557439 0.211478 288000 352
44 6.633250 0.215024 288000 352
45 6.708204 0.214665 864000 352
46 6.782330 0.216250 576000 352
48 6.928203 0.205781 96000 352
49 7.000000 0.212714 648000 352
50 7.071068 0.210654 1008000 352
51 7.141428 0.214721 576000 352
52 7.211103 0.214652 288000 352
53 7.280110 0.213156 864000 352
54 7.348469 0.210158 1152000 352
56 7.483315 0.208320 576000 352
57 7.549834 0.204898 576000 352
58 7.615773 0.210605 288000 352
59 7.681146 0.207452 864000 352
61 7.810250 0.204898 864000 352
62 7.874008 0.208395 1152000 352
64 8.000000 0.212057 72000 352
65 8.062258 0.207122 1152000 352
66 8.124038 0.204855 1152000 352
67 8.185353 0.204319 288000 352
68 8.246211 0.202918 576000 352
69 8.306624 0.205715 1152000 352
70 8.366600 0.199016 576000 352
72 8.485281 0.204477 432000 352
73 8.544004 0.204613 576000 352
74 8.602325 0.202609 1440000 352
75 8.660254 0.201535 672000 352
76 8.717798 0.201961 288000 352
77 8.774964 0.198495 1152000 352
78 8.831761 0.200680 576000 352
80 8.944272 0.201618 288000 352

Moves: 26000 CageStrain: 1.000000 T: 352 Landau: 0.186030
CageStrain: 1.000000 T: 864 DMAX: 11.488740 new_DMAX: 9.188844 variance: 12.112161 mean: -0.834382
CageStrain: 1.000000 T: 864 DMAX: 9.188844 new_DMAX: 9.188844 variance: 12.112161 mean: -0.834382
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 864
1 1.000000 0.120552 72000 864
2 1.414214 0.028321 144000 864
3 1.732051 0.012346 96000 864
4 2.000000 0.019079 72000 864
5 2.236068 0.006165 288000 864
6 2.449490 0.002757 288000 864
8 2.828427 0.000046 144000 864
9 3.000000 0.002403 360000 864
10 3.162278 0.001298 288000 864
11 3.316625 -0.002714 288000 864
12 3.464102 -0.000171 96000 864
13 3.605551 0.001833 288000 864
14 3.741657 0.000422 576000 864
16 4.000000 -0.002325 72000 864
17 4.123106 -0.001432 576000 864
18 4.242641 -0.000297 432000 864
19 4.358899 0.001254 288000 864
20 4.472136 0.000975 288000 864
21 4.582576 -0.000108 576000 864
22 4.690416 -0.000713 288000 864
24 4.898979 -0.001657 288000 864
25 5.000000 -0.000738 360000 864
26 5.099020 -0.000169 864000 864
27 5.196152 0.000234 384000 864
29 5.385165 -0.000113 864000 864
30 5.477226 0.000225 576000 864
32 5.656854 0.002311 144000 864
33 5.744563 -0.000429 576000 864
34 5.830952 -0.000507 576000 864
35 5.916080 -0.000313 576000 864
36 6.000000 0.000544 360000 864
37 6.082763 0.001041 288000 864
38 6.164414 0.000169 864000 864
40 6.324555 -0.000247 288000 864
41 6.403124 0.000701 1152000 864
42 6.480741 0.001895 576000 864
43 6.557439 -0.000807 288000 864
44 6.633250 0.001045 288000 864
45 6.708204 0.000868 864000 864
46 6.782330 0.001038 576000 864
48 6.928203 0.002306 96000 864
49 7.000000 0.002170 648000 864
50 7.071068 -0.000483 1008000 864
51 7.141428 0.001127 576000 864
52 7.211103 0.002092 288000 864
53 7.280110 0.000294 864000 864
54 7.348469 0.000706 1152000 864
56 7.483315 0.000524 576000 864
57 7.549834 0.000470 576000 864
58 7.615773 -0.000887 288000 864
59 7.681146 -0.000644 864000 864
61 7.810250 0.000718 864000 864
62 7.874008 0.000820 1152000 864
64 8.000000 -0.000702 72000 864
65 8.062258 0.001023 1152000 864
66 8.124038 0.001196 1152000 864
67 8.185353 0.001637 288000 864
68 8.246211 0.000878 576000 864
69 8.306624 0.000852 1152000 864
70 8.366600 -0.001468 576000 864
72 8.485281 0.000285 432000 864
73 8.544004 0.000699 576000 864
74 8.602325 0.001159 1440000 864
75 8.660254 0.002087 672000 864
76 8.717798 0.001611 288000 864
77 8.774964 0.000867 1152000 864
78 8.831761 0.000369 576000 864
80 8.944272 0.000772 288000 864

Moves: 27000 CageStrain: 1.000000 T: 864 Landau: 0.000384
CageStrain: 1.000000 T: 224 DMAX: 9.188844 new_DMAX: 11.801217 variance: 10.993006 mean: 0.266277
CageStrain: 1.000000 T: 224 DMAX: 11.801217 new_DMAX: 11.801217 variance: 10.993006 mean: 0.266277
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 224
1 1.000000 0.712705 72000 224
2 1.414214 0.657406 144000 224
3 1.732051 0.634441 96000 224
4 2.000000 0.631793 72000 224
5 2.236068 0.615977 288000 224
6 2.449490 0.605159 288000 224
8 2.828427 0.594763 144000 224
9 3.000000 0.588311 360000 224
10 3.162278 0.585086 288000 224
11 3.316625 0.579858 288000 224
12 3.464102 0.574364 96000 224
13 3.605551 0.572974 288000 224
14 3.741657 0.569466 576000 224
16 4.000000 0.565312 72000 224
17 4.123106 0.561410 576000 224
18 4.242641 0.559521 432000 224
19 4.358899 0.557213 288000 224
20 4.472136 0.555113 288000 224
21 4.582576 0.553078 576000 224
22 4.690416 0.549065 288000 224
24 4.898979 0.546779 288000 224
25 5.000000 0.546275 360000 224
26 5.099020 0.544029 864000 224
27 5.196152 0.542413 384000 224
29 5.385165 0.538091 864000 224
30 5.477226 0.538094 576000 224
32 5.656854 0.535085 144000 224
33 5.744563 0.533332 576000 224
34 5.830952 0.530545 576000 224
35 5.916080 0.529776 576000 224
36 6.000000 0.528548 360000 224
37 6.082763 0.527771 288000 224
38 6.164414 0.525933 864000 224
40 6.324555 0.523100 288000 224
41 6.403124 0.522436 1152000 224
42 6.480741 0.522297 576000 224
43 6.557439 0.519521 288000 224
44 6.633250 0.518504 288000 224
45 6.708204 0.517331 864000 224
46 6.782330 0.516547 576000 224
48 6.928203 0.512274 96000 224
49 7.000000 0.512775 648000 224
50 7.071068 0.512092 1008000 224
51 7.141428 0.511918 576000 224
52 7.211103 0.510547 288000 224
53 7.280110 0.509924 864000 224
54 7.348469 0.508048 1152000 224
56 7.483315 0.506079 576000 224
57 7.549834 0.506046 576000 224
58 7.615773 0.503688 288000 224
59 7.681146 0.503370 864000 224
61 7.810250 0.501930 864000 224
62 7.874008 0.502144 1152000 224
64 8.000000 0.500024 72000 224
65 8.062258 0.499054 1152000 224
66 8.124038 0.498479 1152000 224
67 8.185353 0.497530 288000 224
68 8.246211 0.496305 576000 224
69 8.306624 0.496273 1152000 224
70 8.366600 0.494608 576000 224
72 8.485281 0.494839 432000 224
73 8.544004 0.494312 576000 224
74 8.602325 0.493074 1440000 224
75 8.660254 0.492638 672000 224
76 8.717798 0.491197 288000 224
77 8.774964 0.490714 1152000 224
78 8.831761 0.489994 576000 224
80 8.944272 0.488854 288000 224

Moves: 28000 CageStrain: 1.000000 T: 224 Landau: 0.487232
CageStrain: 1.000000 T: 736 DMAX: 11.801217 new_DMAX: 10.232543 variance: 9.477907 mean: 0.789737
CageStrain: 1.000000 T: 736 DMAX: 10.232543 new_DMAX: 10.232543 variance: 9.477907 mean: 0.789737
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 736
1 1.000000 0.145308 72000 736
2 1.414214 0.041664 144000 736
3 1.732051 0.016850 96000 736
4 2.000000 0.024495 72000 736
5 2.236068 0.008813 288000 736
6 2.449490 0.002946 288000 736
8 2.828427 -0.001388 144000 736
9 3.000000 -0.000055 360000 736
10 3.162278 -0.000205 288000 736
11 3.316625 -0.000507 288000 736
12 3.464102 -0.000806 96000 736
